label,file,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Dha,Dha_014.jpg,0.0,0.0,0.0,0.15531825,-0.15972184,-0.056289513,0.2219874,-0.4794762,-0.061045185,0.2238441,-0.76897115,-0.06276338,0.2712069,-0.94691575,-0.06382259,0.102576986,-0.81450576,-0.0013029783,0.08848225,-1.1202433,-0.034068394,0.07538808,-1.3059233,-0.071089044,0.055936053,-1.4703139,-0.09977498,3.7510093e-09,-0.82780725,-0.002712953,-0.011074602,-1.1716676,-0.027941238,-0.019582195,-1.3877487,-0.06332699,-0.035195354,-1.5639136,-0.09095132,-0.08966146,-0.7822241,-0.015423119,-0.102127574,-1.113276,-0.047941715,-0.104899146,-1.3046168,-0.07627886,-0.107775636,-1.4670725,-0.09483849,-0.17921251,-0.6838761,-0.034686275,-0.19167694,-0.94537526,-0.068960026,-0.19292425,-1.1048961,-0.08581601,-0.18884775,-1.2526665,-0.09557609
Dha,Dha_015.jpg,0.0,0.0,0.0,0.15621603,-0.1605117,-0.05442439,0.22487473,-0.47437638,-0.059379824,0.22106417,-0.7610168,-0.061408695,0.26075548,-0.9366098,-0.06328619,0.10357355,-0.8144421,-0.0037854107,0.086921655,-1.1231183,-0.037564952,0.07175717,-1.3122195,-0.07499699,0.05101213,-1.4760116,-0.10369745,-6.077697e-08,-0.825809,-0.006582722,-0.014664608,-1.1745607,-0.033257045,-0.024586473,-1.3926232,-0.07004336,-0.039955642,-1.567358,-0.098257236,-0.089329615,-0.7785233,-0.020187499,-0.10566572,-1.1131581,-0.05408414,-0.11044881,-1.3093419,-0.08496504,-0.11409814,-1.4743209,-0.10505742,-0.1786078,-0.6782803,-0.039885562,-0.19421816,-0.94116855,-0.075611256,-0.19864917,-1.1009507,-0.09390759,-0.19682755,-1.2491384,-0.10442893
Dha,Dha_016.jpg,0.0,0.0,0.0,0.15539137,-0.15976386,-0.056117564,0.22440824,-0.4752994,-0.061212327,0.22242185,-0.76333714,-0.0630703,0.26352865,-0.9408392,-0.06457265,0.10299384,-0.81254053,-0.003827133,0.0858338,-1.1217475,-0.037105534,0.07112589,-1.3116188,-0.07414224,0.05129931,-1.4766914,-0.1028018,-1.1733551e-08,-0.82471263,-0.0056780665,-0.0142158,-1.1720538,-0.031830944,-0.023944274,-1.3901073,-0.067995705,-0.039387822,-1.5649488,-0.09592509,-0.089480594,-0.7788052,-0.018611128,-0.10450138,-1.1123697,-0.052101713,-0.108805925,-1.3072922,-0.08220286,-0.11215173,-1.4713706,-0.101876274,-0.17914183,-0.68051183,-0.037891522,-0.194678,-0.9434215,-0.07361144,-0.19846658,-1.1040603,-0.091895536,-0.19598053,-1.2532377,-0.10247467
Dha,Dha_017.jpg,0.0,0.0,0.0,0.15539613,-0.16472568,-0.055640247,0.22475937,-0.47714752,-0.061191767,0.22237404,-0.76258963,-0.06362052,0.26518896,-0.9413329,-0.06545669,0.1028643,-0.81354755,-0.0049347337,0.08765653,-1.122662,-0.039792974,0.07372034,-1.3117645,-0.07707203,0.053774416,-1.4776369,-0.10537418,-2.6043956e-08,-0.82558924,-0.0070021297,-0.013345604,-1.1707093,-0.034583475,-0.023988068,-1.3876411,-0.06993673,-0.040385492,-1.5625124,-0.096918285,-0.09018918,-0.77992004,-0.020180814,-0.104825325,-1.1125298,-0.053949565,-0.10889903,-1.3056856,-0.082262546,-0.111941226,-1.4684279,-0.10059572,-0.18123691,-0.68235636,-0.039761495,-0.19545452,-0.94305634,-0.07481569,-0.19730291,-1.1027055,-0.09199988,-0.1930591,-1.2518855,-0.10171765
Dha,Dha_018.jpg,0.0,0.0,0.0,0.15513933,-0.1634154,-0.056274906,0.22535248,-0.47704735,-0.061759748,0.2240862,-0.76369023,-0.06396742,0.26728758,-0.94276595,-0.0655528,0.10281616,-0.8134974,-0.004933808,0.087880895,-1.12139,-0.039440155,0.074302524,-1.3104252,-0.07663329,0.054695867,-1.4764287,-0.10502664,-7.7722305e-08,-0.82594246,-0.006652966,-0.013083737,-1.1703479,-0.03398008,-0.023133047,-1.3870687,-0.06941869,-0.03889084,-1.5622104,-0.09656935,-0.090071015,-0.7806321,-0.019542752,-0.10441774,-1.1124388,-0.053334434,-0.10809339,-1.305213,-0.08194183,-0.11075502,-1.467816,-0.10050762,-0.18085063,-0.68334687,-0.038904414,-0.19500905,-0.94386905,-0.074115574,-0.19684966,-1.1035699,-0.09160285,-0.19252807,-1.2525854,-0.10157829
Dha,Dha_019.jpg,0.0,0.0,0.0,0.1540968,-0.16459332,-0.05584048,0.2233177,-0.47805244,-0.061443098,0.22325513,-0.7629881,-0.06392075,0.26603377,-0.9427958,-0.06582776,0.10241328,-0.81355655,-0.004589322,0.08702424,-1.1213529,-0.039118744,0.07385779,-1.3105989,-0.076354,0.055007678,-1.476764,-0.104773715,-7.623404e-08,-0.8260207,-0.006584068,-0.013067516,-1.1700995,-0.03398613,-0.02264195,-1.3873231,-0.06936028,-0.037771177,-1.5627064,-0.09648314,-0.089958735,-0.78068835,-0.019728517,-0.10418275,-1.1121631,-0.053515118,-0.10732462,-1.3053796,-0.08198174,-0.109275766,-1.4681311,-0.10048549,-0.1804117,-0.683332,-0.03933292,-0.19418402,-0.9438598,-0.0744147,-0.19568102,-1.1039864,-0.09175249,-0.19095263,-1.2530656,-0.10170389
Dha,Screenshot 2026-08-14 212849.png,0.0,0.0,0.0,-0.16465019,-0.14382377,-0.047637813,-0.22351427,-0.4473474,-0.051695306,-0.20068854,-0.73810387,-0.05545987,-0.22061563,-0.9562713,-0.053415153,-0.099794015,-0.80698806,0.042192742,-0.0909756,-1.1206173,0.024567,-0.08315818,-1.2913344,-0.004543071,-0.07608393,-1.4355255,-0.028360456,-8.105723e-08,-0.84126574,0.04041847,0.0110976985,-1.1766622,0.030379156,0.0106315585,-1.3660252,0.004245507,0.0036707483,-1.5115496,-0.016494865,0.08164095,-0.8154284,0.024896687,0.09384439,-1.1347098,0.011134174,0.08804627,-1.3103055,-0.0070935003,0.07634781,-1.4465543,-0.021693287,0.1671029,-0.7416809,0.0010256806,0.18508355,-0.99665457,-0.012933689,0.17431282,-1.1522454,-0.020142123,0.15723039,-1.2861162,-0.02561489
Dha,Screenshot 2026-08-14 212850.png,0.0,0.0,0.0,-0.18119675,-0.13584258,-0.0544858,-0.23563895,-0.4427573,-0.063926734,-0.21738893,-0.73872,-0.07049533,-0.26881373,-0.9345862,-0.072667435,-0.10804777,-0.7890836,0.023657143,-0.09063716,-1.1195434,0.00544871,-0.07985947,-1.3058717,-0.022691982,-0.07121358,-1.4644167,-0.047385238,1.1759339e-09,-0.82595253,0.02331683,0.011121339,-1.1707872,0.012003312,0.014957253,-1.3760906,-0.015816629,0.0049034227,-1.5322021,-0.038775366,0.08680712,-0.79760116,0.0098872185,0.101907715,-1.1322261,-0.0079259835,0.09825747,-1.3102485,-0.032029178,0.079983614,-1.4455184,-0.050942354,0.17529579,-0.7227542,-0.0111382725,0.19467556,-0.98438096,-0.03241527,0.18739094,-1.1445707,-0.04681756,0.17242657,-1.2880069,-0.057392534
Dha,Screenshot 2026-08-14 212852.png,0.0,0.0,0.0,-0.15982515,-0.17656095,-0.030067401,-0.20430411,-0.4880841,-0.022468863,-0.19600463,-0.76491064,-0.017286403,-0.24983673,-0.94133234,-0.00769009,-0.09467023,-0.8132729,0.07300698,-0.08716055,-1.1218219,0.070470914,-0.080709,-1.2842231,0.04796485,-0.075630225,-1.4269329,0.026556496,-1.4138275e-08,-0.8499428,0.06773477,0.009646392,-1.1736503,0.07045673,0.008423912,-1.3518425,0.04543129,-0.0006718903,-1.4937876,0.023854166,0.078289375,-0.8245183,0.050160162,0.08797429,-1.1337533,0.04876301,0.08026004,-1.3024384,0.02979179,0.06507569,-1.4338729,0.012392597,0.15936963,-0.749495,0.025731692,0.17972612,-0.99390006,0.025929993,0.17239577,-1.142993,0.022893982,0.15916172,-1.2734789,0.017505273
Dha,Screenshot 2026-08-14 212854.png,0.0,0.0,0.0,-0.16430718,-0.17564432,-0.043025382,-0.21231379,-0.4761084,-0.041848123,-0.20549186,-0.75825286,-0.040486068,-0.25983465,-0.941945,-0.034707256,-0.099753134,-0.8037367,0.05832803,-0.090845846,-1.1195985,0.05170603,-0.08498787,-1.2945932,0.025897253,-0.07999419,-1.4516127,0.0014682085,-4.8947292e-08,-0.84041834,0.05761499,0.008549002,-1.1726158,0.05667322,0.006628677,-1.3680788,0.026765417,-0.004501726,-1.5280752,0.00058223447,0.079881005,-0.81391203,0.044011187,0.0900634,-1.1239399,0.037728887,0.08104763,-1.2963984,0.0126793,0.0629144,-1.4341083,-0.0089855995,0.1612274,-0.73749965,0.022966726,0.18173462,-0.98322606,0.01634194,0.17560682,-1.1341583,0.0069480953,0.16485538,-1.2722307,-0.0026213871
Dha,Screenshot 2026-08-14 212856.png,0.0,0.0,0.0,-0.17228632,-0.17970371,-0.049170915,-0.21980172,-0.47542676,-0.041843098,-0.2118984,-0.7493621,-0.033115897,-0.2635892,-0.9382007,-0.02010415,-0.1035853,-0.7914141,0.0744051,-0.0897057,-1.1199135,0.08379985,-0.080582924,-1.2957785,0.06535286,-0.072840795,-1.4552034,0.04319838,7.8539655e-09,-0.82612383,0.0787689,0.006807445,-1.1672013,0.09080958,0.008512735,-1.3709749,0.058814276,-0.0023252193,-1.5296098,0.028469093,0.08022348,-0.8027803,0.06852977,0.09529884,-1.1229166,0.069914296,0.084302224,-1.2972742,0.03475009,0.06372857,-1.4420948,0.003631192,0.16252014,-0.73152244,0.050509073,0.18607028,-0.9858836,0.044841606,0.17820741,-1.136331,0.026209757,0.1641366,-1.2788495,0.00784816
Dha,Screenshot 2026-08-14 212859.png,0.0,0.0,0.0,-0.16598703,-0.17585638,-0.04965901,-0.21967556,-0.47020164,-0.053729273,-0.21727748,-0.75268,-0.056320984,-0.27649647,-0.9320406,-0.05491286,-0.10352479,-0.79773986,0.043205436,-0.09386812,-1.1236497,0.033030055,-0.08574613,-1.3057334,0.006811254,-0.08069414,-1.4631091,-0.017858613,-7.723626e-08,-0.83357984,0.04410609,0.007194446,-1.1700819,0.037511557,0.00759886,-1.3676916,0.0052001425,-0.0037507692,-1.5275891,-0.02151747,0.08465998,-0.80655223,0.032305587,0.096688144,-1.1190368,0.019008687,0.08808409,-1.2969797,-0.011032688,0.07066959,-1.4413989,-0.034556326,0.17190968,-0.7274096,0.013316343,0.19068606,-0.9798845,-0.0008800663,0.18322408,-1.1355327,-0.015032664,0.17084372,-1.2772856,-0.026655806
Dha,Screenshot 2026-08-14 212900.png,0.0,0.0,0.0,-0.1527545,-0.17161593,-0.037128203,-0.20023185,-0.49158043,-0.038690403,-0.198839,-0.76568925,-0.042341903,-0.26068506,-0.92003506,-0.04280094,-0.09187026,-0.8164557,0.036050897,-0.086114295,-1.1223196,0.01942789,-0.07338628,-1.2877216,-0.0082711475,-0.061061677,-1.429728,-0.033027604,-6.438251e-08,-0.85085,0.028270034,0.0065620616,-1.1683985,0.015890598,0.007918259,-1.3412964,-0.010744954,0.0032607107,-1.4786352,-0.032570362,0.08267795,-0.8286341,0.008949648,0.091575325,-1.1299539,-0.007027844,0.0888438,-1.303506,-0.030229885,0.076594464,-1.4378519,-0.048620164,0.16675898,-0.76005536,-0.017306436,0.18559822,-1.0015389,-0.029603906,0.18216236,-1.1542999,-0.03887417,0.17221469,-1.2829522,-0.047972612
Dha,Screenshot 2026-08-14 212901.png,0.0,0.0,0.0,-0.16572352,-0.14458685,-0.044826075,-0.21964993,-0.456172,-0.04933508,-0.2179466,-0.7403344,-0.053548917,-0.2787183,-0.91174215,-0.053935096,-0.103382125,-0.8001599,0.028636545,-0.09470613,-1.1244056,0.012588117,-0.084498346,-1.3027006,-0.013857724,-0.07250089,-1.4550068,-0.037892804,1.8924956e-08,-0.8357381,0.025019776,0.0022876682,-1.1742363,0.014501152,0.00445299,-1.3704036,-0.012570881,-0.0019283207,-1.5230764,-0.035554066,0.0886122,-0.8088046,0.009536692,0.096712776,-1.1315358,-0.0059692194,0.09045546,-1.3077558,-0.030778639,0.070256144,-1.4427316,-0.050792273,0.17657931,-0.73380876,-0.01296593,0.1918505,-0.98782176,-0.030965185,0.18407772,-1.1493654,-0.045776658,0.16766961,-1.2907319,-0.057533186
Dha,Screenshot 2026-08-14 212903.png,0.0,0.0,0.0,-0.16308156,-0.1615759,-0.042628653,-0.22019102,-0.45964873,-0.04658525,-0.20979312,-0.74055487,-0.05081921,-0.24808858,-0.93822795,-0.05118398,-0.09885817,-0.8049963,0.035744194,-0.08564625,-1.1284578,0.021880254,-0.07301899,-1.3033671,-0.0044670273,-0.060376238,-1.4552583,-0.028046599,-7.510308e-08,-0.8349268,0.032080077,0.011075262,-1.1719053,0.025424235,0.016293086,-1.3654966,-0.0012924661,0.014031557,-1.5170099,-0.025355712,0.082018,-0.8076486,0.016143505,0.0970919,-1.1243114,0.0047591873,0.094177924,-1.3005697,-0.019784454,0.081804134,-1.4391103,-0.04084559,0.1650229,-0.7331638,-0.0068429797,0.18307486,-0.99271214,-0.019432044,0.17605469,-1.1512578,-0.03164641,0.1631498,-1.2910913,-0.04279327
Dha,Screenshot 2026-08-14 212905.png,0.0,0.0,0.0,-0.15730366,-0.17951706,-0.044951413,-0.20841047,-0.48039988,-0.04910763,-0.2005232,-0.7582158,-0.0538015,-0.24693915,-0.9481182,-0.054682337,-0.09706485,-0.8125543,0.043726597,-0.08512998,-1.127643,0.032591395,-0.07187235,-1.2945185,0.005310333,-0.05848087,-1.441828,-0.01973313,8.91535e-09,-0.841398,0.040655747,0.010284376,-1.1713507,0.035632413,0.014937257,-1.3581012,0.0067236684,0.012368481,-1.5046644,-0.018994609,0.08048488,-0.81412303,0.02468714,0.09586261,-1.1227858,0.015218854,0.0950206,-1.2966841,-0.010155764,0.08450629,-1.433925,-0.03225866,0.16120155,-0.74192786,0.00092403824,0.18020271,-0.99018407,-0.009027422,0.1743713,-1.1446654,-0.02001049,0.16233306,-1.2790987,-0.031137776
Dha,Screenshot 2026-08-14 212906.png,0.0,0.0,0.0,-0.15774877,-0.17887975,-0.042243112,-0.20932123,-0.47723058,-0.044935938,-0.20309997,-0.7557505,-0.048327826,-0.24873205,-0.94685405,-0.047905076,-0.09715693,-0.80889314,0.045866523,-0.08289257,-1.1259096,0.036765005,-0.07147039,-1.2951729,0.011339426,-0.060867038,-1.4443456,-0.012351454,-2.489232e-08,-0.8393312,0.04293852,0.01058177,-1.1700939,0.03959865,0.013554741,-1.3599229,0.011715897,0.008301767,-1.5091054,-0.013089067,0.08121268,-0.8128629,0.027626462,0.09401106,-1.1236984,0.020479186,0.09208377,-1.2993689,-0.004229089,0.080603145,-1.4394097,-0.025984332,0.16205755,-0.7385806,0.004983304,0.1796661,-0.9896511,-0.0021289284,0.17449722,-1.1449344,-0.011785393,0.16366772,-1.2811053,-0.022056924
